t`s`float	v(rst)`V`float	v(clk)`V`float	v(d)`V`float	v(vdd!)`V`float	v(vss)`V`float
8.88575e-08	2.5	2.021	0.246817	2.47069	-0.0146534
8.89002e-08	2.5	1.66475	0.223671	2.44739	-0.0263044
8.89249e-08	2.5	1.45935	0.21129	2.44045	-0.0297734
8.89495e-08	2.5	1.25396	0.199614	2.43827	-0.0308665
8.89732e-08	2.5	1.05629	0.18896	2.44015	-0.0299235
8.8997e-08	2.5	0.858619	0.178905	2.44612	-0.0269413
8.9012e-08	2.5	0.733453	0.172805	2.45164	-0.0241779
8.9027e-08	2.5	0.608288	0.166924	2.45863	-0.020683
8.90393e-08	2.5	0.506092	0.162262	2.46498	-0.0175113
8.90515e-08	2.5	0.403895	0.157733	2.47204	-0.013982
8.90668e-08	2.5	0.276465	0.152255	2.48193	-0.00903616
8.90821e-08	2.5	0.149035	0.146971	2.493	-0.00350043
8.91e-08	2.5	0	0.14101	2.50634	0.00317112
8.91118e-08	2.5	0	0.137281	2.51731	0.00865521
8.91171e-08	2.5	0	0.1356	2.52219	0.0110965
8.9134e-08	2.5	0	0.130396	2.53623	0.0181135
8.91578e-08	2.5	0	0.123281	2.55196	0.0259824
8.91944e-08	2.5	0	0.112892	2.56478	0.0323886
8.92367e-08	2.5	0	0.10165	2.56213	0.031067
8.92923e-08	2.5	0	0.0881012	2.53702	0.0185103
8.93685e-08	2.5	0	0.0719911	2.49009	-0.0049529
8.9469e-08	2.5	0	0.0552401	2.45839	-0.0208071
8.95781e-08	2.5	0	0.0420409	2.48116	-0.00942212
8.97238e-08	2.5	0	0.0294291	2.52638	0.0131881
8.98669e-08	2.5	0	0.0201738	2.51731	0.00865321
9.00203e-08	2.5	0	0.0130403	2.48244	-0.00878216
9.02409e-08	2.5	0	0.00742806	2.49377	-0.00311725
9.04035e-08	2.5	0	0.00525818	2.51652	0.00825871
9.068e-08	2.5	0	0.00241002	2.49597	-0.00201298
9.08765e-08	2.5	0	0.00143048	2.48913	-0.00543263
9.1e-08	2.5	2.20582e-13	0.00130259	2.5033	0.00165165
9.10353e-08	2.5	0.293981	0.00133584	2.51141	0.00570511
9.10476e-08	2.5	0.396861	0.00134315	2.5139	0.00695213
9.10871e-08	2.5	0.726075	0.0012923	2.51667	0.00833364
9.11067e-08	2.5	0.88937	0.00121985	2.51476	0.00738086
9.11263e-08	2.5	1.05266	0.00111607	2.51068	0.00534189
9.1147e-08	2.5	1.22532	0.000980032	2.50443	0.00221324
9.11678e-08	2.5	1.39798	0.000814338	2.49603	-0.00198544
9.11938e-08	2.5	1.61512	0.000609988	2.48531	-0.00734263
9.12199e-08	2.5	1.83226	0.000394356	2.47344	-0.0132786
9.12339e-08	2.5	1.94885	0.00030997	2.469	-0.0155024
9.12479e-08	2.5	2.06544	0.000237591	2.46523	-0.0173841
9.12632e-08	2.5	2.19314	0.000187062	2.46279	-0.0186037
9.12785e-08	2.5	2.32085	0.000161536	2.46181	-0.0190952
9.13e-08	2.5	2.5	0.00018435	2.46427	-0.0178639
9.13118e-08	2.5	2.5	0.000198186	2.46537	-0.0173158
9.13174e-08	2.5	2.5	0.000206714	2.46606	-0.0169715
9.13355e-08	2.5	2.5	0.000260115	2.47008	-0.014961
9.13521e-08	2.5	2.5	0.000343619	2.47605	-0.0119732
9.1361e-08	2.5	2.5	0.000400266	2.48006	-0.0099711
9.137e-08	2.5	2.5	0.000465062	2.48461	-0.00769475
9.13847e-08	2.5	2.5	0.000578191	2.49255	-0.0037272
9.14058e-08	2.5	2.5	0.000738074	2.50392	0.00195775
9.143e-08	2.5	2.5	0.000904333	2.51619	0.00809489
9.14574e-08	2.5	2.5	0.00105102	2.52789	0.013945
9.14924e-08	2.5	2.5	0.00114887	2.53776	0.0188823
9.15287e-08	2.5	2.5	0.00113193	2.54089	0.0204431
9.15596e-08	2.5	2.5	0.0010213	2.53737	0.0186829
9.16105e-08	2.5	2.5	0.000704307	2.52216	0.0110801
9.16665e-08	2.5	2.5	0.000296646	2.49996	-1.77551e-05
9.17265e-08	2.5	2.5	-2.45516e-05	2.48138	-0.0093106
9.17916e-08	2.5	2.5	-0.000112542	2.47591	-0.012043
9.18845e-08	2.5	2.5	0.000129472	2.49077	-0.00461619
9.19877e-08	2.5	2.5	0.000453483	2.51276	0.00637935
9.21042e-08	2.5	2.5	0.000427718	2.51511	0.00755725
9.22468e-08	2.5	2.5	5.89981e-05	2.49537	-0.00231636
9.24458e-08	2.5	2.5	-2.63904e-05	2.49028	-0.00485828
9.26117e-08	2.5	2.5	0.000224225	2.50655	0.00327566
9.28696e-08	2.5	2.5	0.000118785	2.5033	0.00165007
9.30894e-08	2.5	2.5	-6.56167e-05	2.49234	-0.00382987
9.3441e-08	2.5	2.5	0.000125869	2.50458	0.00229184
9.3729e-08	2.5	2.5	4.491e-05	2.50144	0.000722091
9.38e-08	2.5	2.5	-3.03218e-05	2.4969	-0.00154986
9.38284e-08	2.5	2.26325	-9.10149e-05	2.49262	-0.00368982
9.38382e-08	2.5	2.18183	-0.000110208	2.49129	-0.00435598
9.38694e-08	2.5	1.92129	-0.00015776	2.48786	-0.00606868
9.39136e-08	2.5	1.55331	-0.000215309	2.48324	-0.008378
9.39363e-08	2.5	1.36442	-0.000239029	2.48114	-0.00942907
9.39589e-08	2.5	1.17554	-0.000258801	2.47922	-0.010389
9.39845e-08	2.5	0.962683	-0.000266395	2.47797	-0.0110134
9.401e-08	2.5	0.749822	-0.000261798	2.47746	-0.011271
9.40258e-08	2.5	0.618155	-0.000243046	2.47823	-0.0108831
9.40416e-08	2.5	0.486488	-0.000214996	2.47963	-0.010183
9.40539e-08	2.5	0.383827	-0.000177495	2.48181	-0.00909503
9.40663e-08	2.5	0.281166	-0.000129193	2.48473	-0.00763458
9.40874e-08	2.5	0.105313	-1.6415e-05	2.49184	-0.00407984
9.41e-08	2.5	0	6.18932e-05	2.49685	-0.00157546
9.41108e-08	2.5	0	0.000165961	2.50389	0.00194746
9.41155e-08	2.5	0	0.0002115	2.50695	0.00347395
9.413e-08	2.5	0	0.000344	2.51577	0.00788583
9.41526e-08	2.5	0	0.000517709	2.52758	0.0137896
9.4186e-08	2.5	0	0.000678524	2.53933	0.0196653
9.42276e-08	2.5	0	0.000698685	2.54297	0.0214829
9.42819e-08	2.5	0	0.000472855	2.53173	0.0158639
9.43589e-08	2.5	0	-4.87122e-05	2.50124	0.000617967
9.44629e-08	2.5	0	-0.000474178	2.47321	-0.0133953
9.45787e-08	2.5	0	-0.00024508	2.48359	-0.00820464
9.47277e-08	2.5	0	0.000288465	2.51586	0.00792857
9.4883e-08	2.5	0	0.000185419	2.51232	0.00615756
9.50536e-08	2.5	0	-0.000222021	2.4874	-0.0062992
9.53058e-08	2.5	0	-1.00931e-05	2.4979	-0.00104905
9.54947e-08	2.5	0	0.000195442	2.51163	0.00581544
9.58012e-08	2.5	0	-0.000120286	2.49346	-0.00326819
9.6e-08	2.5	2.20582e-13	-7.20379e-05	2.49489	-0.00255578
9.60363e-08	2.5	0.302095	6.25464e-05	2.50376	0.00188236
9.60513e-08	2.5	0.427276	0.000113171	2.50707	0.00353295
9.60993e-08	2.5	0.827857	0.000166083	2.51051	0.00525423
9.61185e-08	2.5	0.987159	0.000135637	2.50854	0.00427066
9.61376e-08	2.5	1.14646	7.58936e-05	2.50468	0.00233785
9.61607e-08	2.5	1.33884	-3.16632e-05	2.49755	-0.00122696
9.61837e-08	2.5	1.53122	-0.000179202	2.4877	-0.00615003
9.62069e-08	2.5	1.72457	-0.000301246	2.47946	-0.0102706
9.62302e-08	2.5	1.91792	-0.00041918	2.47141	-0.0142942
9.62437e-08	2.5	2.03053	-0.000455915	2.46869	-0.015654
9.62572e-08	2.5	2.14313	-0.0004777	2.46689	-0.0165575
9.62714e-08	2.5	2.26152	-0.00047639	2.46652	-0.0167377
9.62856e-08	2.5	2.37991	-0.000452979	2.46756	-0.0162223
9.63e-08	2.5	2.5	-0.00040799	2.46994	-0.0150307
9.63108e-08	2.5	2.5	-0.000387762	2.47064	-0.0146815
9.63157e-08	2.5	2.5	-0.000377513	2.47106	-0.0144718
9.63309e-08	2.5	2.5	-0.000334801	2.47318	-0.0134096
9.63466e-08	2.5	2.5	-0.000269733	2.47682	-0.0115899
9.63646e-08	2.5	2.5	-0.00015553	2.48379	-0.00810364
9.63812e-08	2.5	2.5	-6.43537e-06	2.49329	-0.00335342
9.64041e-08	2.5	2.5	0.000232882	2.50882	0.00440917
9.64367e-08	2.5	2.5	0.000537257	2.52905	0.0145269
9.64619e-08	2.5	2.5	0.000699486	2.54048	0.0202424
9.64935e-08	2.5	2.5	0.000784085	2.54767	0.023836
9.65323e-08	2.5	2.5	0.00071185	2.54561	0.0228064
9.65647e-08	2.5	2.5	0.000531036	2.53618	0.0180907
9.66305e-08	2.5	2.5	2.94899e-05	2.50711	0.00355343
9.67182e-08	2.5	2.5	-0.000477384	2.4748	-0.0126014
9.68147e-08	2.5	2.5	-0.00044542	2.47315	-0.0134251
9.69289e-08	2.5	2.5	7.41601e-05	2.50258	0.00129195
9.70999e-08	2.5	2.5	0.000337806	2.52101	0.0105068
9.72465e-08	2.5	2.5	-7.90981e-05	2.49717	-0.00141504
9.74614e-08	2.5	2.5	-0.000219846	2.48603	-0.00698629
9.76427e-08	2.5	2.5	0.000155836	2.50824	0.00411879
9.79057e-08	2.5	2.5	6.05051e-05	2.50461	0.00230571
9.81143e-08	2.5	2.5	-0.000167	2.48988	-0.00505965
9.8442e-08	2.5	2.5	9.7702e-05	2.50512	0.00256121
9.86986e-08	2.5	2.5	4.99162e-05	2.50356	0.00178241
9.88e-08	2.5	2.5	-7.92473e-05	2.49565	-0.00217258
9.88375e-08	2.5	2.1875	-0.000143373	2.49096	-0.00452081
9.8849e-08	2.5	2.09129	-0.000159976	2.48975	-0.00512544
9.8886e-08	2.5	1.7834	-0.000208818	2.48592	-0.00703826
9.89325e-08	2.5	1.39599	-0.000248293	2.48227	-0.00886304
9.89554e-08	2.5	1.205	-0.000262975	2.48065	-0.00967444
9.89783e-08	2.5	1.01401	-0.000274501	2.47914	-0.0104276
9.901e-08	2.5	0.749625	-0.000265999	2.47875	-0.0106225
9.90253e-08	2.5	0.622475	-0.000248649	2.47943	-0.0102831
9.90406e-08	2.5	0.495325	-0.000222684	2.48068	-0.00966228
9.9053e-08	2.5	0.391765	-0.000188562	2.48262	-0.00868828
9.90654e-08	2.5	0.288206	-0.000144899	2.48525	-0.00737688
9.90833e-08	2.5	0.138924	-5.7751e-05	2.49068	-0.00465805
9.91e-08	2.5	0	3.80252e-05	2.49679	-0.00160575
9.91104e-08	2.5	0	0.000135188	2.50336	0.00168181
9.91155e-08	2.5	0	0.0001826	2.50654	0.00326878
9.91314e-08	2.5	0	0.000322622	2.51585	0.00792343
9.91537e-08	2.5	0	0.000486796	2.527	0.0134981
9.9187e-08	2.5	0	0.000638093	2.53805	0.0190243
9.92283e-08	2.5	0	0.000654309	2.54129	0.0206456
9.92826e-08	2.5	0	0.000435066	2.5303	0.0151479
9.93596e-08	2.5	0	-6.52683e-05	2.50096	0.000482333
9.94658e-08	2.5	0	-0.000472118	2.47398	-0.0130096
9.95831e-08	2.5	0	-0.000234507	2.48491	-0.00754317
9.97355e-08	2.5	0	0.000278448	2.51597	0.00798573
9.98938e-08	2.5	0	0.00015175	2.51083	0.0054139
1.00068e-07	2.5	0	-0.000231336	2.48712	-0.00644099
1.00321e-07	2.5	0	5.51122e-06	2.49921	-0.000395491
1.00516e-07	2.5	0	0.000178536	2.51102	0.00550973
1.00813e-07	2.5	0	-0.000128941	2.49305	-0.00347449
1.01e-07	2.5	3.30872e-13	-6.71486e-05	2.49535	-0.00232408
1.01036e-07	2.5	0.304099	7.02568e-05	2.50446	0.00223112
1.01051e-07	2.5	0.426283	0.000120342	2.50775	0.00387254
1.01098e-07	2.5	0.81727	0.000170213	2.51101	0.00550521
1.01117e-07	2.5	0.976524	0.000136133	2.5088	0.0044005
1.01136e-07	2.5	1.13578	7.05681e-05	2.50454	0.00227139
1.01159e-07	2.5	1.32559	-4.26267e-05	2.49704	-0.00148245
1.01182e-07	2.5	1.5154	-0.00019601	2.4868	-0.00660048
1.01205e-07	2.5	1.71069	-0.000327606	2.47789	-0.0110533
1.01229e-07	2.5	1.90597	-0.000455441	2.46914	-0.0154306
1.01242e-07	2.5	2.01875	-0.000488881	2.46665	-0.0166773
1.01256e-07	2.5	2.13153	-0.000503737	2.46532	-0.01734
1.0127e-07	2.5	2.2513	-0.000484624	2.46615	-0.0169257
1.01285e-07	2.5	2.37107	-0.000434464	2.46896	-0.0155206
1.013e-07	2.5	2.5	-0.000345464	2.47428	-0.0128591
1.01311e-07	2.5	2.5	-0.000289714	2.47738	-0.0113081
1.01316e-07	2.5	2.5	-0.000262753	2.47893	-0.0105334
1.01332e-07	2.5	2.5	-0.000166748	2.48467	-0.00766386
1.01351e-07	2.5	2.5	-3.35258e-05	2.4928	-0.00360069
1.01363e-07	2.5	2.5	4.74415e-05	2.49779	-0.00110515
1.01375e-07	2.5	2.5	0.000127606	2.50277	0.00138583
1.01404e-07	2.5	2.5	0.000290666	2.51312	0.00655944
1.01428e-07	2.5	2.5	0.000389767	2.51981	0.00990521
1.01457e-07	2.5	2.5	0.000471682	2.52598	0.0129894
1.01491e-07	2.5	2.5	0.000500799	2.52943	0.0147135
1.01526e-07	2.5	2.5	0.000458294	2.52864	0.0143223
1.01557e-07	2.5	2.5	0.000360789	2.52404	0.0120195
1.0161e-07	2.5	2.5	0.000123479	2.51088	0.00544163
1.01666e-07	2.5	2.5	-0.000134765	2.49525	-0.00237321
1.01726e-07	2.5	2.5	-0.000294782	2.48453	-0.00773497
1.01793e-07	2.5	2.5	-0.000275934	2.48412	-0.00794065
1.0189e-07	2.5	2.5	-2.79473e-05	2.49784	-0.00108013
1.01994e-07	2.5	2.5	0.000188778	2.51147	0.00573274
1.02116e-07	2.5	2.5	0.000117191	2.50844	0.00422227
1.02265e-07	2.5	2.5	-0.000123867	2.49374	-0.00312915
1.02451e-07	2.5	2.5	-7.73932e-05	2.49502	-0.00248752
1.02632e-07	2.5	2.5	0.00010601	2.50626	0.00312761
1.02909e-07	2.5	2.5	-1.94891e-05	2.49955	-0.000223892
1.03166e-07	2.5	2.5	-7.10139e-05	2.49546	-0.00226792
1.03517e-07	2.5	2.5	7.88773e-05	2.50465	0.00232516
1.038e-07	2.5	2.5	-2.94374e-05	2.49864	-0.000678498
1.03838e-07	2.5	2.1875	-0.00010072	2.4936	-0.00319885
1.03855e-07	2.5	2.04125	-0.000129639	2.49158	-0.00421083
1.03911e-07	2.5	1.57327	-0.000226867	2.48428	-0.00785924
1.03955e-07	2.5	1.2057	-0.000286958	2.47926	-0.0103722
1.03982e-07	2.5	0.984688	-0.000306268	2.47719	-0.0114074
1.04008e-07	2.5	0.763678	-0.000312945	2.47583	-0.0120852
1.04024e-07	2.5	0.630714	-0.000298685	2.47626	-0.0118687
1.0404e-07	2.5	0.497751	-0.000274214	2.47737	-0.0113137
1.04053e-07	2.5	0.394019	-0.000238885	2.47934	-0.0103292
1.04065e-07	2.5	0.290287	-0.000192208	2.48208	-0.00896106
1.04086e-07	2.5	0.113785	-7.77371e-05	2.48921	-0.00539465
1.041e-07	2.5	0	1.08916e-05	2.49482	-0.00259246
1.04111e-07	2.5	0	0.000121413	2.50224	0.00112162
1.04116e-07	2.5	0	0.000170671	2.50552	0.00276131
1.04131e-07	2.5	0	0.000315737	2.51512	0.00755753
1.04154e-07	2.5	0	0.000504273	2.52782	0.0139115
1.04187e-07	2.5	0	0.000678979	2.54042	0.0202099
1.04229e-07	2.5	0	0.000705708	2.54448	0.0222398
1.04284e-07	2.5	0	0.000474542	2.53296	0.0164778
1.04361e-07	2.5	0	-6.69751e-05	2.50123	0.00061708
1.04467e-07	2.5	0	-0.000506539	2.47213	-0.0139333
1.04583e-07	2.5	0	-0.000261071	2.48328	-0.0083576
1.04733e-07	2.5	0	0.000290763	2.51659	0.00829453
1.04888e-07	2.5	0	0.000178391	2.5125	0.00624853
1.05058e-07	2.5	0	-0.000237567	2.48695	-0.00652525
1.05306e-07	2.5	0	-1.91199e-05	2.49766	-0.00116822
1.05493e-07	2.5	0	0.00019696	2.51198	0.00598837
1.05795e-07	2.5	0	-0.000122595	2.49358	-0.003209
1.06e-07	2.5	3.30872e-13	-7.80884e-05	2.49467	-0.00266365
1.06036e-07	2.5	0.29664	6.14899e-05	2.50388	0.0019394
1.06051e-07	2.5	0.423207	0.000115473	2.5074	0.0036985
1.06099e-07	2.5	0.828224	0.000164004	2.5105	0.00525135
1.06119e-07	2.5	0.987837	0.000125143	2.50795	0.00397604
1.06138e-07	2.5	1.14745	5.34964e-05	2.50327	0.00163371
1.06161e-07	2.5	1.34084	-7.1753e-05	2.4949	-0.00254753
1.06184e-07	2.5	1.53423	-0.000240993	2.48354	-0.00822999
1.06207e-07	2.5	1.72741	-0.000371308	2.47468	-0.0126581
1.0623e-07	2.5	1.92059	-0.000490451	2.46649	-0.0167541
1.06244e-07	2.5	2.03324	-0.000512143	2.46475	-0.0176251
1.06258e-07	2.5	2.14589	-0.000510789	2.46447	-0.0177673
1.06286e-07	2.5	2.3827	-0.000401932	2.47071	-0.0146431
1.063e-07	2.5	2.5	-0.000305642	2.47653	-0.0117362
1.06311e-07	2.5	2.5	-0.000243214	2.48008	-0.00995972
1.06316e-07	2.5	2.5	-0.000213783	2.4818	-0.00909805
1.06331e-07	2.5	2.5	-0.000115021	2.48776	-0.00611837
1.06347e-07	2.5	2.5	-4.38371e-06	2.49454	-0.00273132
1.06368e-07	2.5	2.5	0.000145248	2.50393	0.00196369
1.06387e-07	2.5	2.5	0.000274198	2.51225	0.00612393
1.06411e-07	2.5	2.5	0.00042554	2.52236	0.0111796
1.06437e-07	2.5	2.5	0.000543608	2.5307	0.0153523
1.06472e-07	2.5	2.5	0.000604765	2.53615	0.018077
1.06507e-07	2.5	2.5	0.000539796	2.53385	0.0169274
1.06548e-07	2.5	2.5	0.000350103	2.52378	0.0118911
1.06609e-07	2.5	2.5	-2.4321e-05	2.50183	0.000914715
1.06645e-07	2.5	2.5	-0.000212486	2.48981	-0.00509397
1.06682e-07	2.5	2.5	-0.000375636	2.47853	-0.0107358
1.06721e-07	2.5	2.5	-0.000451687	2.47122	-0.0143914
1.06777e-07	2.5	2.5	-0.0003818	2.47104	-0.0144783
1.06821e-07	2.5	2.5	-0.000581518	2.46542	-0.017288
1.06854e-07	2.5	2.5	-0.00110803	2.45591	-0.0220457
1.06887e-07	2.5	2.5	-0.00195677	2.44184	-0.029081
1.06941e-07	2.5	2.5	-0.00276687	2.38137	-0.059314
1.07002e-07	2.5	2.5	0.00646227	2.14739	-0.176304
1.07067e-07	2.5	2.5	0.0510592	1.85664	-0.321681
1.07122e-07	2.5	2.5	0.122058	1.80247	-0.348767
1.07175e-07	2.5	2.5	0.210075	1.94819	-0.275904
1.0725e-07	2.5	2.5	0.363358	2.22334	-0.138328
1.07303e-07	2.5	2.5	0.4867	2.37901	-0.0604959
1.07379e-07	2.5	2.5	0.67991	2.54276	0.0213786
1.07469e-07	2.5	2.5	0.909886	2.65513	0.0775631
1.07576e-07	2.5	2.5	1.16811	2.70634	0.103171
1.07719e-07	2.5	2.5	1.46922	2.69311	0.0965539
1.07853e-07	2.5	2.5	1.69707	2.66229	0.0811461
1.07986e-07	2.5	2.5	1.87515	2.63846	0.0692324
1.08174e-07	2.5	2.5	2.06068	2.61015	0.0550741
1.08424e-07	2.5	2.5	2.21494	2.56924	0.0346212
1.08745e-07	2.5	2.5	2.31822	2.52029	0.0101451
1.088e-07	2.5	2.5	2.32909	2.51408	0.00703921
1.08822e-07	2.5	2.31578	2.33306	2.50973	0.00486709
1.08831e-07	2.5	2.24396	2.3346	2.50819	0.00409349
1.08858e-07	2.5	2.01414	2.33939	2.5048	0.00239834
1.08899e-07	2.5	1.67759	2.34604	2.49999	-2.90235e-06
1.08921e-07	2.5	1.4876	2.34961	2.49758	-0.00121203
1.08944e-07	2.5	1.2976	2.35304	2.49537	-0.00231546
1.08968e-07	2.5	1.10146	2.35647	2.49326	-0.00336838
1.08991e-07	2.5	0.905317	2.35977	2.49135	-0.00432543
1.09006e-07	2.5	0.782863	2.36179	2.49082	-0.00459063
1.09021e-07	2.5	0.660409	2.36378	2.49063	-0.00468348
1.09033e-07	2.5	0.562328	2.36535	2.49079	-0.00460746
1.09044e-07	2.5	0.464247	2.36692	2.49119	-0.00440595
1.09058e-07	2.5	0.350767	2.36874	2.4924	-0.00379867
1.09072e-07	2.5	0.237288	2.37056	2.49427	-0.00286395
1.09089e-07	2.5	0.0943723	2.37288	2.49755	-0.0012251
1.091e-07	2.5	0	2.37443	2.49993	-3.52876e-05
1.0911e-07	2.5	0	2.37591	2.50416	0.0020789
1.09115e-07	2.5	0	2.37657	2.50597	0.00298721
1.09129e-07	2.5	0	2.37857	2.51083	0.0054162
1.0915e-07	2.5	0	2.38175	2.51684	0.00841978
1.09183e-07	2.5	0	2.38664	2.52282	0.0114095
1.09223e-07	2.5	0	2.39252	2.52567	0.0128337
1.09275e-07	2.5	0	2.39967	2.5243	0.0121498
1.09346e-07	2.5	0	2.40862	2.51788	0.0089415
1.09454e-07	2.5	0	2.42013	2.50782	0.00391111
1.09585e-07	2.5	0	2.43155	2.5024	0.00119959
1.09752e-07	2.5	0	2.44366	2.50339	0.00169639
1.0994e-07	2.5	0	2.4552	2.50493	0.00246657
1.1021e-07	2.5	0	2.46809	2.5032	0.0015996
1.10644e-07	2.5	0	2.48155	2.50133	0.000666929
1.11e-07	2.5	3.30872e-13	2.48825	2.5014	0.000697995
1.11038e-07	2.5	0.3125	2.48902	2.50525	0.00262492
1.11057e-07	2.5	0.474524	2.48941	2.50662	0.00331004
1.11119e-07	2.5	0.993001	2.49039	2.50258	0.00128909
1.11156e-07	2.5	1.29644	2.49061	2.49513	-0.00243319
1.11184e-07	2.5	1.53659	2.49054	2.4888	-0.00559814
1.11213e-07	2.5	1.77674	2.49026	2.48209	-0.00895658
1.11229e-07	2.5	1.9044	2.49011	2.48087	-0.0095659
1.11244e-07	2.5	2.03205	2.48993	2.48059	-0.00970301
1.11259e-07	2.5	2.15864	2.48982	2.48184	-0.00908186
1.11274e-07	2.5	2.28524	2.48975	2.48439	-0.00780353
1.113e-07	2.5	2.5	2.48979	2.49059	-0.00470472
1.11313e-07	2.5	2.5	2.48985	2.49226	-0.00386755
1.11319e-07	2.5	2.5	2.48988	2.49318	-0.00341004
1.11338e-07	2.5	2.5	2.49005	2.49675	-0.0016268
1.11359e-07	2.5	2.5	2.4903	2.50034	0.000169783
1.11377e-07	2.5	2.5	2.49058	2.50306	0.00152923
1.11405e-07	2.5	2.5	2.49106	2.50614	0.00307219
1.11428e-07	2.5	2.5	2.49151	2.50795	0.00397378
1.11453e-07	2.5	2.5	2.49202	2.50905	0.00452592
1.11485e-07	2.5	2.5	2.49264	2.50955	0.00477667
1.11526e-07	2.5	2.5	2.49339	2.509	0.00450194
1.11579e-07	2.5	2.5	2.49422	2.50678	0.00338816
1.11609e-07	2.5	2.5	2.49459	2.50518	0.00259039
1.11639e-07	2.5	2.5	2.49488	2.50333	0.001663
1.11695e-07	2.5	2.5	2.49527	2.50022	0.000109855
1.11746e-07	2.5	2.5	2.49549	2.49865	-0.0006744
1.11804e-07	2.5	2.5	2.49566	2.49794	-0.00103007
1.11873e-07	2.5	2.5	2.49583	2.49794	-0.0010298
1.11946e-07	2.5	2.5	2.49604	2.49867	-0.000667181
1.12038e-07	2.5	2.5	2.49635	2.49935	-0.000327037
1.12135e-07	2.5	2.5	2.49651	2.49728	-0.00135959
1.12191e-07	2.5	2.5	2.49642	2.49498	-0.00251133
1.12247e-07	2.5	2.5	2.49619	2.49186	-0.00406801
1.12335e-07	2.5	2.5	2.49479	2.47032	-0.0148409
1.1239e-07	2.5	2.5	2.49152	2.44475	-0.0276265
1.12446e-07	2.5	2.5	2.48642	2.40991	-0.0450433
1.12517e-07	2.5	2.5	2.46063	2.29037	-0.104814
1.12553e-07	2.5	2.5	2.42988	2.28979	-0.105105
1.1259e-07	2.5	2.5	2.38724	2.32994	-0.085031
1.12665e-07	2.5	2.5	2.2537	2.6121	0.0560486
1.12723e-07	2.5	2.5	2.12755	2.79411	0.147053
1.12785e-07	2.5	2.5	1.98955	2.83385	0.166926
1.12852e-07	2.5	2.5	1.83766	2.69714	0.0985707
1.12932e-07	2.5	2.5	1.66498	2.44739	-0.0263064
1.13012e-07	2.5	2.5	1.50629	2.28895	-0.105526
1.13088e-07	2.5	2.5	1.369	2.31549	-0.0922528
1.13174e-07	2.5	2.5	1.22379	2.48205	-0.00897384
1.13277e-07	2.5	2.5	1.05866	2.64037	0.0701848
1.13359e-07	2.5	2.5	0.933255	2.6284	0.0641977
1.13455e-07	2.5	2.5	0.794464	2.50507	0.00253737
1.13571e-07	2.5	2.5	0.647891	2.39973	-0.0501349
1.13662e-07	2.5	2.5	0.549128	2.43162	-0.0341877
1.13775e-07	2.5	2.5	0.443923	2.53589	0.0179451
1.138e-07	2.5	2.5	0.422642	2.55552	0.0277616
1.1381e-07	2.5	2.41656	0.414318	2.55887	0.0294346
1.13816e-07	2.5	2.36822	0.409513	2.56072	0.030361
1.13834e-07	2.5	2.21355	0.39436	2.56475	0.0323755
1.13866e-07	2.5	1.95222	0.369527	2.56215	0.0310738
1.13912e-07	2.5	1.56436	0.334564	2.53987	0.0199342
1.13958e-07	2.5	1.18342	0.302598	2.5046	0.00229835
1.13981e-07	2.5	0.994153	0.287659	2.4872	-0.00640219
1.14003e-07	2.5	0.804883	0.273349	2.46988	-0.0150617
1.14023e-07	2.5	0.641377	0.26152	2.45871	-0.0206449
1.14043e-07	2.5	0.477872	0.250178	2.44985	-0.0250728
1.14056e-07	2.5	0.369432	0.242927	2.44677	-0.0266173
1.14069e-07	2.5	0.260993	0.23589	2.44544	-0.0272776
1.1409e-07	2.5	0.0796092	0.224591	2.4486	-0.0256988
1.141e-07	2.5	0	0.219809	2.45169	-0.0241532
1.14111e-07	2.5	0	0.214752	2.45906	-0.0204686
1.14115e-07	2.5	0	0.212652	2.46218	-0.0189102
1.14128e-07	2.5	0	0.206488	2.47194	-0.0140322
1.14149e-07	2.5	0	0.197019	2.48816	-0.00591963
1.14183e-07	2.5	0	0.182429	2.51321	0.00660538
1.14223e-07	2.5	0	0.166213	2.5359	0.0179504
1.14275e-07	2.5	0	0.146937	2.54801	0.0240071
1.14348e-07	2.5	0	0.123001	2.53454	0.0172698
1.14463e-07	2.5	0	0.0917724	2.4877	-0.00615158
1.1458e-07	2.5	0	0.067926	2.46921	-0.0153953
1.14714e-07	2.5	0	0.0485828	2.49903	-0.000484452
1.1489e-07	2.5	0	0.0310559	2.52325	0.0116257
1.15046e-07	2.5	0	0.0203415	2.49867	-0.000665943
1.15245e-07	2.5	0	0.0118386	2.48442	-0.00779131
1.15433e-07	2.5	0	0.00757391	2.5075	0.00375078
1.15673e-07	2.5	0	0.00414171	2.50724	0.00362055
1.15882e-07	2.5	0	0.00226984	2.48997	-0.00501288
1.16e-07	2.5	4.41163e-13	0.00179804	2.49515	-0.00242578
1.16034e-07	2.5	0.282748	0.00180485	2.50416	0.00207936
1.16046e-07	2.5	0.383541	0.00180448	2.5071	0.0035523
1.16085e-07	2.5	0.706076	0.0017401	2.51178	0.0058876
1.16105e-07	2.5	0.871968	0.00165901	2.51073	0.00536386
1.16125e-07	2.5	1.03786	0.00154532	2.50734	0.00366843
1.16145e-07	2.5	1.20862	0.00139386	2.5013	0.000650789
1.16166e-07	2.5	1.37938	0.00120758	2.49272	-0.00364141
